id,antecedents,consequents,antecedent_support,consequent_support,support,confidence,kulczynski,imbalance_ratio
255,"['Lord of the Rings: The Return of the King, The (2003)']","['Matrix, The (1999)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']",0.1956,0.1658,0.138,0.705521,0.768925,0.133393
256,"['Pulp Fiction (1994)', 'Fugitive, The (1993)']",['Batman (1989)'],0.1514,0.1972,0.1068,0.705416,0.623499,0.189413
257,['Braveheart (1995)'],['Forrest Gump (1994)'],0.254,0.3396,0.1788,0.703937,0.61522,0.206365
258,"['Fugitive, The (1993)', 'Forrest Gump (1994)']",['Apollo 13 (1995)'],0.1512,0.208,0.1064,0.703704,0.607621,0.224684
259,"['Matrix, The (1999)', 'Star Wars: Episode IV - A New Hope (1977)']",['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)'],0.1806,0.2184,0.127,0.703212,0.642357,0.138971
260,"['Forrest Gump (1994)', 'Apollo 13 (1995)']","['Fugitive, The (1993)']",0.1514,0.2068,0.1064,0.702774,0.608641,0.220016
261,['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)'],['Star Wars: Episode V - The Empire Strikes Back (1980)'],0.2184,0.2246,0.1534,0.702381,0.692686,0.021409
262,"['Jurassic Park (1993)', 'Silence of the Lambs, The (1991)']","['Pulp Fiction (1994)', 'Forrest Gump (1994)']",0.1758,0.2148,0.1234,0.701934,0.638211,0.145958
263,"['Pulp Fiction (1994)', 'Star Wars: Episode IV - A New Hope (1977)']","['Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']",0.1496,0.1698,0.105,0.701872,0.660124,0.094216
264,['Terminator 2: Judgment Day (1991)'],"['Silence of the Lambs, The (1991)']",0.2306,0.3134,0.1618,0.701648,0.608961,0.216641
265,"['Matrix, The (1999)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']","['Lord of the Rings: The Fellowship of the Ring, The (2001)']",0.1602,0.211,0.1124,0.701623,0.617162,0.196291
266,"['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode IV - A New Hope (1977)']","['Matrix, The (1999)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']",0.1622,0.1602,0.1138,0.701603,0.705982,0.009588
267,"['Jurassic Park (1993)', 'Matrix, The (1999)']",['Back to the Future (1985)'],0.1434,0.1982,0.1006,0.701534,0.604551,0.227386
268,['Speed (1994)'],"['Jurassic Park (1993)', 'Forrest Gump (1994)']",0.1704,0.2014,0.1194,0.700704,0.646777,0.122821
269,"['Lion King, The (1994)']",['Aladdin (1992)'],0.1698,0.1884,0.1188,0.699647,0.66511,0.077694
270,['Die Hard: With a Vengeance (1995)'],['Apollo 13 (1995)'],0.1494,0.208,0.1044,0.698795,0.600359,0.231621
271,"['Matrix, The (1999)', 'Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Lord of the Rings: The Return of the King, The (2003)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1434,0.1242,0.1002,0.698745,0.752754,0.114695
272,"['Matrix, The (1999)', 'Silence of the Lambs, The (1991)']",['Fight Club (1999)'],0.161,0.2238,0.1124,0.698137,0.600186,0.230543
273,['Die Hard: With a Vengeance (1995)'],"['Fugitive, The (1993)']",0.1494,0.2068,0.1042,0.697456,0.600662,0.227778
274,['Batman (1989)'],['Jurassic Park (1993)'],0.1972,0.2644,0.1374,0.696755,0.608211,0.207279
275,"['Jurassic Park (1993)', 'Braveheart (1995)']","['Fugitive, The (1993)']",0.152,0.2068,0.1058,0.696053,0.603829,0.216601
276,"['Terminator, The (1984)']",['Back to the Future (1985)'],0.1518,0.1982,0.1056,0.695652,0.614224,0.189853
277,"['Forrest Gump (1994)', 'Star Wars: Episode IV - A New Hope (1977)']",['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)'],0.159,0.2184,0.1106,0.695597,0.601004,0.222639
278,"['Pulp Fiction (1994)', 'Batman (1989)']","['Fugitive, The (1993)']",0.1536,0.2068,0.1068,0.695313,0.605877,0.209779
279,['Ace Ventura: Pet Detective (1994)'],['Apollo 13 (1995)'],0.1632,0.208,0.1134,0.694853,0.620023,0.173778
280,"['Silence of the Lambs, The (1991)', 'Terminator 2: Judgment Day (1991)']","['Pulp Fiction (1994)', 'Forrest Gump (1994)']",0.1618,0.2148,0.1124,0.694685,0.608981,0.200606
281,['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)'],"['Matrix, The (1999)']",0.2184,0.2876,0.1516,0.694139,0.61063,0.19526
282,['Gladiator (2000)'],"['Lord of the Rings: The Fellowship of the Ring, The (2001)']",0.1678,0.211,0.1164,0.693683,0.622671,0.164634
283,"['Pulp Fiction (1994)', 'Fugitive, The (1993)']",['True Lies (1994)'],0.1514,0.1824,0.105,0.693527,0.634593,0.13549
284,"['Silence of the Lambs, The (1991)', 'Apollo 13 (1995)']",['Batman (1989)'],0.1442,0.1972,0.1,0.693481,0.60029,0.219553
285,"['Silence of the Lambs, The (1991)', 'Terminator 2: Judgment Day (1991)']","['Jurassic Park (1993)', 'Forrest Gump (1994)']",0.1618,0.2014,0.1122,0.693449,0.625274,0.157769
286,"['Pulp Fiction (1994)', 'Matrix, The (1999)']","['Lord of the Rings: The Fellowship of the Ring, The (2001)']",0.1644,0.211,0.114,0.693431,0.616858,0.178271
287,['Dances with Wolves (1990)'],['Batman (1989)'],0.189,0.1972,0.131,0.693122,0.678711,0.032132
288,['Beauty and the Beast (1991)'],['Batman (1989)'],0.1492,0.1972,0.1034,0.693029,0.608685,0.197531
289,"['Lord of the Rings: The Return of the King, The (2003)']","['Matrix, The (1999)', 'Lord of the Rings: The Two Towers, The (2002)']",0.1956,0.154,0.1354,0.692229,0.785725,0.194211
290,"['Jurassic Park (1993)', 'Terminator 2: Judgment Day (1991)']","['Fugitive, The (1993)']",0.1662,0.2068,0.115,0.691937,0.624015,0.157364
291,['Star Wars: Episode V - The Empire Strikes Back (1980)'],"['Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)']",0.2246,0.1864,0.1552,0.691006,0.761812,0.149335
292,"['Pulp Fiction (1994)', 'Forrest Gump (1994)']",['Jurassic Park (1993)'],0.2148,0.2644,0.1484,0.690875,0.626073,0.14994
293,"['Pulp Fiction (1994)', 'Terminator 2: Judgment Day (1991)']","['Silence of the Lambs, The (1991)', 'Forrest Gump (1994)']",0.1628,0.2124,0.1124,0.690418,0.609804,0.188737
294,"['Pulp Fiction (1994)', 'Dances with Wolves (1990)']",['True Lies (1994)'],0.1468,0.1824,0.1012,0.689373,0.622099,0.15614
295,"['Forrest Gump (1994)', 'Star Wars: Episode IV - A New Hope (1977)']","['Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']",0.159,0.1698,0.1096,0.689308,0.667386,0.04927
296,"['Pulp Fiction (1994)', 'Terminator 2: Judgment Day (1991)']","['Jurassic Park (1993)', 'Forrest Gump (1994)']",0.1628,0.2014,0.1122,0.689189,0.623144,0.153175
297,"['Matrix, The (1999)', 'Lord of the Rings: The Two Towers, The (2002)']","['Forrest Gump (1994)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']",0.154,0.1368,0.106,0.688312,0.731583,0.093074
298,"['Pulp Fiction (1994)', 'Usual Suspects, The (1995)']",['Seven (a.k.a. Se7en) (1995)'],0.1676,0.1988,0.115,0.686158,0.632315,0.124105
299,['Dances with Wolves (1990)'],['Apollo 13 (1995)'],0.189,0.208,0.1296,0.685714,0.654396,0.071055
300,['Indiana Jones and the Last Crusade (1989)'],"['Matrix, The (1999)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)']",0.1462,0.1516,0.1002,0.685363,0.673157,0.027328
301,['Shrek (2001)'],"['Lord of the Rings: The Two Towers, The (2002)']",0.165,0.1988,0.113,0.684848,0.626629,0.134769
302,"['Pulp Fiction (1994)', 'Fight Club (1999)']","['Matrix, The (1999)', 'Forrest Gump (1994)']",0.1472,0.1758,0.1008,0.684783,0.629081,0.128713
303,"['Shawshank Redemption, The (1994)', 'Matrix, The (1999)']",['Fight Club (1999)'],0.1782,0.2238,0.1218,0.683502,0.613869,0.162741
304,"['Matrix, The (1999)', 'Star Wars: Episode IV - A New Hope (1977)']","['Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']",0.1806,0.1698,0.1234,0.683278,0.705008,0.047577
305,['Star Wars: Episode V - The Empire Strikes Back (1980)'],['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)'],0.2246,0.2184,0.1534,0.682992,0.692686,0.021409
306,['Pulp Fiction (1994)'],"['Silence of the Lambs, The (1991)']",0.326,0.3134,0.2226,0.682822,0.696548,0.03023
307,"['Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)']",['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)'],0.1864,0.2184,0.1272,0.682403,0.63241,0.115274
308,"['Silence of the Lambs, The (1991)', 'Usual Suspects, The (1995)']",['Seven (a.k.a. Se7en) (1995)'],0.1548,0.1988,0.1056,0.682171,0.606679,0.177419
309,"['Pulp Fiction (1994)', 'Matrix, The (1999)']",['American Beauty (1999)'],0.1644,0.2064,0.112,0.681265,0.611951,0.162287
310,"['Fugitive, The (1993)', 'Forrest Gump (1994)']",['Speed (1994)'],0.1512,0.1704,0.103,0.681217,0.642838,0.087832
311,"['Terminator, The (1984)']","['Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']",0.1518,0.1698,0.1034,0.681159,0.645056,0.082493
312,['Braveheart (1995)'],['Pulp Fiction (1994)'],0.254,0.326,0.173,0.681102,0.605889,0.176904
313,"['Lord of the Rings: The Two Towers, The (2002)']","['Matrix, The (1999)', 'Lord of the Rings: The Return of the King, The (2003)']",0.1988,0.1544,0.1354,0.681087,0.779015,0.203857
314,"['Pulp Fiction (1994)', 'Star Wars: Episode IV - A New Hope (1977)']","['Matrix, The (1999)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']",0.1496,0.1602,0.1018,0.680481,0.657968,0.050962
315,"['Matrix, The (1999)', 'Forrest Gump (1994)']","['Lord of the Rings: The Fellowship of the Ring, The (2001)']",0.1758,0.211,0.1196,0.680319,0.623572,0.131737
316,"['Silence of the Lambs, The (1991)', 'Braveheart (1995)']","['Pulp Fiction (1994)', 'Forrest Gump (1994)']",0.1682,0.2148,0.1144,0.680143,0.606366,0.173492
317,"['Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Matrix, The (1999)', 'Lord of the Rings: The Two Towers, The (2002)']",0.211,0.154,0.1434,0.679621,0.805395,0.25722
318,"['Matrix, The (1999)', 'Lord of the Rings: The Two Towers, The (2002)']","['Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Fight Club (1999)']",0.154,0.1324,0.1046,0.679221,0.734625,0.118812
319,"['Matrix, The (1999)', 'Lord of the Rings: The Return of the King, The (2003)']","['Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1544,0.1362,0.1048,0.678756,0.724106,0.097955
320,['True Lies (1994)'],['Apollo 13 (1995)'],0.1824,0.208,0.1238,0.678728,0.63696,0.096024
321,"['Matrix, The (1999)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)']","['Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1516,0.1864,0.1028,0.6781,0.614801,0.147959
322,"['Matrix, The (1999)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)']","['Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']",0.1516,0.1698,0.1028,0.6781,0.641759,0.083257
323,"['Forrest Gump (1994)', 'Braveheart (1995)']",['Terminator 2: Judgment Day (1991)'],0.1788,0.2306,0.1212,0.677852,0.601719,0.179736
324,"['Silence of the Lambs, The (1991)']",['Forrest Gump (1994)'],0.3134,0.3396,0.2124,0.677728,0.651585,0.059464
325,"['Jurassic Park (1993)', 'Terminator 2: Judgment Day (1991)']",['Speed (1994)'],0.1662,0.1704,0.1126,0.677497,0.669148,0.01875
326,"['Fugitive, The (1993)', 'Forrest Gump (1994)']","['Jurassic Park (1993)', 'Silence of the Lambs, The (1991)']",0.1512,0.1758,0.1024,0.677249,0.629865,0.109528
327,"['Matrix, The (1999)', 'Star Wars: Episode IV - A New Hope (1977)']","['Lord of the Rings: The Fellowship of the Ring, The (2001)']",0.1806,0.211,0.1222,0.676633,0.62789,0.112843
328,"['Pulp Fiction (1994)', 'Fugitive, The (1993)']",['Dances with Wolves (1990)'],0.1514,0.189,0.1024,0.676354,0.609077,0.157983
329,"['Matrix, The (1999)', 'Forrest Gump (1994)']",['Fight Club (1999)'],0.1758,0.2238,0.1188,0.675768,0.6033,0.17094
330,['Beauty and the Beast (1991)'],"['Lion King, The (1994)']",0.1492,0.1698,0.1008,0.675603,0.634621,0.094409
331,['Batman (1989)'],['Apollo 13 (1995)'],0.1972,0.208,0.1332,0.675456,0.65792,0.039706
332,"['Jurassic Park (1993)', 'Forrest Gump (1994)']",['Terminator 2: Judgment Day (1991)'],0.2014,0.2306,0.136,0.675273,0.63252,0.098649
333,"['Jurassic Park (1993)', 'Terminator 2: Judgment Day (1991)']","['Silence of the Lambs, The (1991)', 'Forrest Gump (1994)']",0.1662,0.2124,0.1122,0.67509,0.601669,0.173423
334,"['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']","['Indiana Jones and the Last Crusade (1989)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1534,0.1176,0.1034,0.674055,0.776653,0.213604
335,"['Matrix, The (1999)', 'Lord of the Rings: The Two Towers, The (2002)']","['Lord of the Rings: The Return of the King, The (2003)', 'Star Wars: Episode IV - A New Hope (1977)']",0.154,0.1242,0.1038,0.674026,0.754887,0.170872
336,"['Silence of the Lambs, The (1991)', 'Fugitive, The (1993)']",['Batman (1989)'],0.1546,0.1972,0.1042,0.673997,0.601198,0.172052
337,['Pulp Fiction (1994)'],"['Shawshank Redemption, The (1994)']",0.326,0.3482,0.2192,0.672393,0.650958,0.048791
338,"['Forrest Gump (1994)', 'Apollo 13 (1995)']","['Jurassic Park (1993)', 'Silence of the Lambs, The (1991)']",0.1514,0.1758,0.1018,0.672391,0.625729,0.108252
339,"['Matrix, The (1999)', 'Lord of the Rings: The Return of the King, The (2003)']","['Lord of the Rings: The Two Towers, The (2002)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1544,0.1278,0.1038,0.67228,0.742244,0.149103
340,['True Lies (1994)'],['Terminator 2: Judgment Day (1991)'],0.1824,0.2306,0.1226,0.672149,0.601903,0.165978
341,"['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode IV - A New Hope (1977)']",['Indiana Jones and the Last Crusade (1989)'],0.1622,0.1462,0.109,0.67201,0.708782,0.080241
342,"['Terminator, The (1984)']","['Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1518,0.1864,0.102,0.671937,0.609573,0.146486
343,"['Pulp Fiction (1994)', 'Apollo 13 (1995)']",['Dances with Wolves (1990)'],0.1568,0.189,0.1052,0.670918,0.613766,0.133832
344,"['Fugitive, The (1993)', 'Forrest Gump (1994)']","['Jurassic Park (1993)', 'Pulp Fiction (1994)']",0.1512,0.1728,0.1014,0.670635,0.628721,0.097035
345,"['Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']","['Matrix, The (1999)', 'Star Wars: Episode VI - Return of the Jedi (1983)']",0.1534,0.1448,0.1028,0.670143,0.690044,0.044012
346,"['Fugitive, The (1993)', 'Forrest Gump (1994)']",['True Lies (1994)'],0.1512,0.1824,0.1012,0.669312,0.612069,0.134251
347,['Ace Ventura: Pet Detective (1994)'],['True Lies (1994)'],0.1632,0.1824,0.1092,0.669118,0.633901,0.081218
348,"['Matrix, The (1999)', 'Lord of the Rings: The Two Towers, The (2002)']","['Shawshank Redemption, The (1994)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']",0.154,0.1342,0.103,0.668831,0.718171,0.106911
349,['Memento (2000)'],"['Matrix, The (1999)', 'Fight Club (1999)']",0.1562,0.1666,0.1044,0.668374,0.647512,0.047619
350,"['Lord of the Rings: The Return of the King, The (2003)', 'Lord of the Rings: The Two Towers, The (2002)']","['Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1622,0.1362,0.1084,0.668311,0.7321,0.136842
351,"['Matrix, The (1999)', 'Fight Club (1999)']","['Lord of the Rings: The Two Towers, The (2002)']",0.1666,0.1988,0.1112,0.667467,0.613411,0.126672
352,['Seven (a.k.a. Se7en) (1995)'],"['Pulp Fiction (1994)', 'Silence of the Lambs, The (1991)']",0.1988,0.2226,0.1326,0.667002,0.631344,0.08241
353,['Speed (1994)'],['True Lies (1994)'],0.1704,0.1824,0.1136,0.666667,0.644737,0.050167
354,"['Fugitive, The (1993)', 'Forrest Gump (1994)']",['Dances with Wolves (1990)'],0.1512,0.189,0.1008,0.666667,0.6,0.157895
355,['Star Wars: Episode IV - A New Hope (1977)'],['Star Wars: Episode V - The Empire Strikes Back (1980)'],0.2844,0.2246,0.1894,0.665963,0.75462,0.187109
356,"['Fugitive, The (1993)']",['Braveheart (1995)'],0.2068,0.254,0.1376,0.665377,0.603554,0.14604
357,['Jurassic Park (1993)'],"['Silence of the Lambs, The (1991)']",0.2644,0.3134,0.1758,0.664902,0.612923,0.121891
358,"['Pulp Fiction (1994)', 'Terminator 2: Judgment Day (1991)']",['Seven (a.k.a. Se7en) (1995)'],0.1628,0.1988,0.1082,0.664619,0.604442,0.142068
359,"['Jurassic Park (1993)', 'Braveheart (1995)']","['Forrest Gump (1994)', 'Terminator 2: Judgment Day (1991)']",0.152,0.1702,0.101,0.664474,0.628947,0.082278
360,['Batman (1989)'],['Dances with Wolves (1990)'],0.1972,0.189,0.131,0.6643,0.678711,0.032132
361,['Ace Ventura: Pet Detective (1994)'],['Dumb & Dumber (Dumb and Dumber) (1994)'],0.1632,0.1398,0.1084,0.664216,0.719804,0.120247
362,"['Terminator, The (1984)']","['Terminator 2: Judgment Day (1991)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1518,0.1328,0.1008,0.664032,0.711534,0.103373
363,"['Silence of the Lambs, The (1991)', 'Terminator 2: Judgment Day (1991)']","['Jurassic Park (1993)', 'Pulp Fiction (1994)']",0.1618,0.1728,0.1074,0.663782,0.642655,0.048415
364,['Batman (1989)'],['True Lies (1994)'],0.1972,0.1824,0.1308,0.663286,0.690195,0.059486
365,"['Forrest Gump (1994)', 'Apollo 13 (1995)']","['Jurassic Park (1993)', 'Pulp Fiction (1994)']",0.1514,0.1728,0.1004,0.663144,0.622081,0.095621
366,"['Matrix, The (1999)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']","['Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1602,0.1362,0.1062,0.662921,0.721329,0.126183
367,"['Terminator, The (1984)']","['Matrix, The (1999)', 'Terminator 2: Judgment Day (1991)']",0.1518,0.1388,0.1006,0.662714,0.693749,0.068421
368,['Star Wars: Episode VI - Return of the Jedi (1983)'],"['Star Wars: Episode V - The Empire Strikes Back (1980)', 'Star Wars: Episode IV - A New Hope (1977)']",0.2342,0.1894,0.1552,0.662681,0.741055,0.166915
369,"['Fugitive, The (1993)', 'Silence of the Lambs, The (1991)']",['Dances with Wolves (1990)'],0.1546,0.189,0.1024,0.662354,0.602077,0.14262
370,"['Jurassic Park (1993)', 'Pulp Fiction (1994)']","['Fugitive, The (1993)']",0.1728,0.2068,0.1144,0.662037,0.607614,0.128205
371,"['Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)']","['Matrix, The (1999)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']",0.1864,0.1602,0.1234,0.662017,0.716152,0.117384
372,"['Lord of the Rings: The Return of the King, The (2003)']","['Matrix, The (1999)', 'Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']",0.1956,0.1434,0.1294,0.661554,0.781963,0.249046
373,"['Pulp Fiction (1994)', 'Batman (1989)']",['Ace Ventura: Pet Detective (1994)'],0.1536,0.1632,0.1016,0.661458,0.642003,0.04461
374,"['Matrix, The (1999)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Lord of the Rings: The Two Towers, The (2002)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1658,0.1278,0.1096,0.661037,0.759313,0.206522
375,"['Matrix, The (1999)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)']",['Indiana Jones and the Last Crusade (1989)'],0.1516,0.1462,0.1002,0.66095,0.673157,0.027328
376,['Speed (1994)'],"['Jurassic Park (1993)', 'Terminator 2: Judgment Day (1991)']",0.1704,0.1662,0.1126,0.660798,0.669148,0.01875
377,"['Pulp Fiction (1994)', 'Terminator 2: Judgment Day (1991)']","['Jurassic Park (1993)', 'Silence of the Lambs, The (1991)']",0.1628,0.1758,0.1074,0.659705,0.635313,0.056228
378,['Batman (1989)'],"['Fugitive, The (1993)']",0.1972,0.2068,0.13,0.659229,0.643928,0.035036
379,"['Forrest Gump (1994)', 'Terminator 2: Judgment Day (1991)']","['Pulp Fiction (1994)', 'Jurassic Park (1993)']",0.1702,0.1728,0.1122,0.659224,0.654265,0.011265
380,"['Forrest Gump (1994)', 'Terminator 2: Judgment Day (1991)']","['Jurassic Park (1993)', 'Silence of the Lambs, The (1991)']",0.1702,0.1758,0.1122,0.659224,0.648725,0.023952
381,['Pulp Fiction (1994)'],['Forrest Gump (1994)'],0.326,0.3396,0.2148,0.658896,0.645703,0.030169
382,"['Terminator, The (1984)']","['Terminator 2: Judgment Day (1991)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']",0.1518,0.1254,0.1,0.658762,0.728105,0.148984
383,"['Fugitive, The (1993)']",['Terminator 2: Judgment Day (1991)'],0.2068,0.2306,0.1362,0.658607,0.62462,0.079017
384,"['Lord of the Rings: The Return of the King, The (2003)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Lord of the Rings: The Two Towers, The (2002)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1646,0.1278,0.1084,0.658566,0.753383,0.2
385,"['Matrix, The (1999)', 'Lord of the Rings: The Two Towers, The (2002)']","['Pulp Fiction (1994)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']",0.154,0.1276,0.1014,0.658442,0.726557,0.146504
386,"['Matrix, The (1999)', 'Lord of the Rings: The Two Towers, The (2002)']","['Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']",0.154,0.1238,0.1014,0.658442,0.738752,0.171202
387,"['Pulp Fiction (1994)', 'Silence of the Lambs, The (1991)', 'Forrest Gump (1994)']",['Seven (a.k.a. Se7en) (1995)'],0.165,0.1988,0.1086,0.658182,0.60223,0.132445
388,"['Pulp Fiction (1994)', 'Matrix, The (1999)']","['Lord of the Rings: The Two Towers, The (2002)']",0.1644,0.1988,0.1082,0.658151,0.601209,0.134902
389,['Gladiator (2000)'],"['Lord of the Rings: The Two Towers, The (2002)']",0.1678,0.1988,0.1104,0.657926,0.606629,0.120999
390,"['Lord of the Rings: The Return of the King, The (2003)', 'Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Matrix, The (1999)', 'Star Wars: Episode IV - A New Hope (1977)']",0.1524,0.1806,0.1002,0.65748,0.606148,0.121134
391,"['Lion King, The (1994)']","['Jurassic Park (1993)', 'Forrest Gump (1994)']",0.1698,0.2014,0.1116,0.657244,0.605683,0.121726
392,['Dances with Wolves (1990)'],"['Fugitive, The (1993)']",0.189,0.2068,0.1242,0.657143,0.628861,0.065538
393,"['Pulp Fiction (1994)', 'Apollo 13 (1995)']",['True Lies (1994)'],0.1568,0.1824,0.103,0.656888,0.610791,0.108383
394,"['Sixth Sense, The (1999)']",['American Beauty (1999)'],0.1766,0.2064,0.116,0.656852,0.609434,0.11161
395,"['Lord of the Rings: The Return of the King, The (2003)', 'Lord of the Rings: The Two Towers, The (2002)']","['Forrest Gump (1994)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']",0.1622,0.1368,0.1064,0.65598,0.716879,0.13188
396,"['Shawshank Redemption, The (1994)', 'Star Wars: Episode IV - A New Hope (1977)']","['Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']",0.155,0.1698,0.1016,0.655484,0.626918,0.066308
397,['Star Wars: Episode IV - A New Hope (1977)'],['Star Wars: Episode VI - Return of the Jedi (1983)'],0.2844,0.2342,0.1864,0.655415,0.725658,0.151114
398,['Star Wars: Episode V - The Empire Strikes Back (1980)'],"['Matrix, The (1999)', 'Star Wars: Episode IV - A New Hope (1977)']",0.2246,0.1806,0.1472,0.655387,0.735224,0.170543
399,"['Jurassic Park (1993)', 'Silence of the Lambs, The (1991)']","['Fugitive, The (1993)']",0.1758,0.2068,0.115,0.654152,0.605123,0.115845
400,"['Lord of the Rings: The Fellowship of the Ring, The (2001)']","['Matrix, The (1999)', 'Lord of the Rings: The Return of the King, The (2003)']",0.211,0.1544,0.138,0.654028,0.773905,0.248901
401,"['Silence of the Lambs, The (1991)']","['Shawshank Redemption, The (1994)']",0.3134,0.3482,0.2048,0.653478,0.620823,0.076182
402,"['Jurassic Park (1993)', 'Terminator 2: Judgment Day (1991)']",['Batman (1989)'],0.1662,0.1972,0.1086,0.65343,0.60207,0.121664
403,['Shrek (2001)'],"['Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']",0.165,0.174,0.1078,0.653333,0.636437,0.038927
404,"['Shawshank Redemption, The (1994)', 'Star Wars: Episode IV - A New Hope (1977)']","['Matrix, The (1999)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']",0.155,0.1602,0.1012,0.652903,0.642307,0.024299
405,"['Matrix, The (1999)', 'Lord of the Rings: The Return of the King, The (2003)']","['Forrest Gump (1994)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)']",0.1544,0.1368,0.1008,0.65285,0.694846,0.092437
